,disasterNumber,obligationAmount,state,incidentType,declarationTitle,incidentBeginDate,lat,lon,incidentDate,incidentTime
187,4215,121743.97,GA,Severe Ice Storm,SEVERE WINTER STORM,2015-02-15T00:01:00.000Z,34.3378598,-83.4970026,2015-02-15,00:01:00.000Z
188,4217,0.0,KY,Flood,"SEVERE STORMS,  TORNADOES,  FLOODING,  LANDSLIDES,  AND MUDSLIDES",2015-04-02T12:00:00.000Z,37.5248869,-83.2943551,2015-04-02,12:00:00.000Z
189,4218,232262.58000000002,KY,Flood,"SEVERE WINTER STORM,  SNOWSTORM,  FLOODING,  LANDSLIDES,  AND MUDSLIDES",2015-03-03T09:15:15.000Z,38.0096811,-84.9880147,2015-03-03,09:15:15.000Z
190,4219,0.0,WV,Severe Storms,"SEVERE STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES",2015-04-03T08:00:00.000Z,38.0093296,-81.7013559,2015-04-03,08:00:00.000Z
191,4220,0.0,WV,Flood,"SEVERE STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES",2015-04-08T08:00:00.000Z,38.699643,-80.7012614,2015-04-08,08:00:00.000Z
192,4221,246509.21999999997,WV,Flood,"SEVERE STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES",2015-04-13T08:00:00.000Z,38.8311994,-81.1234524,2015-04-13,08:00:00.000Z
193,4222,8610578.299999999,OK,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2015-05-05T00:00:00.000Z,36.7594037,-95.2053495,2015-05-05,00:00:00.000Z
194,4223,1736326.79,TX,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS AND FLOODING",2015-05-04T00:00:00.000Z,28.8554434,-98.5316314,2015-05-04,00:00:00.000Z
195,4225,1974878.15,NE,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2015-05-06T00:00:00.000Z,40.5125798,-98.5148588,2015-05-06,00:00:00.000Z
196,4226,637446.55,AR,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2015-05-07T00:00:00.000Z,34.0541966,-93.198963,2015-05-07,00:00:00.000Z
197,4227,189009.86,WY,Flood,SEVERE STORMS AND FLOODING,2015-05-24T00:00:00.000Z,41.6684047,-105.6812633,2015-05-24,00:00:00.000Z
198,4229,221173.14,CO,Flood,"SEVERE STORMS,  TORNADOES,  FLOODING,  LANDSLIDES,  AND MUDSLIDES",2015-05-04T00:00:00.000Z,39.8714085,-104.2701374,2015-05-04,00:00:00.000Z
199,4230,733.6300000000001,KS,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2015-05-04T00:00:00.000Z,39.545816,-95.3326052,2015-05-04,00:00:00.000Z
200,4233,174774.27000000002,SD,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2015-06-17T00:00:00.000Z,43.2264954,-103.5791473,2015-06-17,00:00:00.000Z
201,4234,4157.280000000001,IA,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2015-06-20T00:00:00.000Z,43.2961731,-91.3961856,2015-06-20,00:00:00.000Z
